subject,course_code,type,course_title,weekdays,time,instructors,location
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Leo Gambera Stillinger,SH688 491
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Leo Gambera Stillinger,SH688 491
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Leo Gambera Stillinger,SH688 491
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Leo Gambera Stillinger,SH688 491
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Leo Gambera Stillinger,SH688 491
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Leo Gambera Stillinger,SH688 491
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,F,10:35 am-11:25 am,Laura Bertrand,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,09:35 am-10:25 am,Abdul Majeed Ottakandathil Puthen Peedikayil,SH688 1371
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,209,Conference,Anthropology of Religion.,R,02:35 pm-03:25 pm,Ahmad Sabbir,EDUC 613
ANTH,210,Lecture,Archaeology of Early Cities.,TR,01:05 pm-02:25 pm,Peter Johansen,MDHAR G-10
ANTH,212,Lecture,Anthropology of Development.,MWF,08:35 am-09:25 am,Cyntia Kraichati,MDHAR G-10
ANTH,212,Lecture,Anthropology of Development.,R,08:35 am-09:25 am,Cyntia Kraichati,MDHAR G-10
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,MDHAR G-10
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,LEA 15
ANTH,212,Conference,Anthropology of Development.,M,08:35 am-09:25 am,TBA,LEA 15
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,LEA 15
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,LEA 15
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,LEA 15
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,MDHAR G-10
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,LEA 110
ANTH,212,Conference,Anthropology of Development.,M,08:35 am-09:25 am,TBA,EDUC 216
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,EDUC 624
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,EDUC 624
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,EDUC 216
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,MDHAR G-10
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,EDUC 216
ANTH,212,Conference,Anthropology of Development.,M,08:35 am-09:25 am,TBA,ENGTR 0060
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,ENGTR 1090
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,ENGTR 1090
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,LEA 110
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,MDHAR G-10
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,BIRKS 111
ANTH,212,Conference,Anthropology of Development.,M,08:35 am-09:25 am,TBA,BIRKS 111
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,BIRKS 111
ANTH,212,Conference,Anthropology of Development.,F,08:35 am-09:25 am,TBA,BIRKS 111
ANTH,212,Conference,Anthropology of Development.,W,08:35 am-09:25 am,TBA,BIRKS 111
ANTH,214,Lecture,"Violence, Warfare, Culture.",MW,02:35 pm-03:55 pm,Grégoire Hervouet-Zeiber,MDHAR G-10
ANTH,308,Lecture,Political Anthropology 01.,MW,04:05 pm-05:25 pm,Grégoire Hervouet-Zeiber,RPHYS 118
ANTH,314,Lecture,Psychological Anthropology 01.,TR,11:35 am-12:55 pm,Samuele Collu,RPHYS 118
ANTH,322,Lecture,Social Change in Modern Africa.,TR,04:05 pm-05:25 pm,Andrea Almeida Dr Moreira,ENGMC 11
ANTH,322,Conference,Social Change in Modern Africa.,R,04:05 pm-04:55 pm,TBA,SH688 1041
ANTH,322,Conference,Social Change in Modern Africa.,R,04:05 pm-04:55 pm,TBA,SH688 1041
ANTH,326,Lecture,Anthropology of Latin America.,MW,10:05 am-11:25 am,Kristin Norget,WONG 1020
ANTH,327,Lecture,Anthropology of South Asia.,TR,04:05 pm-05:25 pm,Marianne-Sarah Saulnier,MAASS 217
ANTH,332,Lecture,Mesoamerican Archaeology.,TR,11:35 am-12:55 pm,Katrina Casey Kosyk,ENGTR 1100
ANTH,339,Lecture,Ecological Anthropology.,MW,04:05 pm-05:25 pm,Colin H Scott,ENGMC 304
ANTH,339,Conference,Ecological Anthropology.,M,05:35 pm-06:55 pm,Cassandra Luca,SH688 295
ANTH,339,Conference,Ecological Anthropology.,M,05:35 pm-06:55 pm,Cassandra Luca,SH688 295
ANTH,339,Conference,Ecological Anthropology.,M,05:35 pm-06:55 pm,Cassandra Luca,SH688 295
ANTH,339,Conference,Ecological Anthropology.,W,09:35 am-10:25 am,Cassandra Luca,EDUC 433
ANTH,339,Conference,Ecological Anthropology.,W,09:35 am-10:25 am,Cassandra Luca,EDUC 433
ANTH,339,Conference,Ecological Anthropology.,W,09:35 am-10:25 am,Cassandra Luca,EDUC 433
ANTH,339,Conference,Ecological Anthropology.,W,09:35 am-10:25 am,Cassandra Luca,STBIO S3/4
ANTH,339,Conference,Ecological Anthropology.,W,02:35 pm-03:55 pm,Bobi Steel,STBIO S3/4
ANTH,339,Conference,Ecological Anthropology.,W,02:35 pm-03:55 pm,Bobi Steel,STBIO S3/4
ANTH,339,Conference,Ecological Anthropology.,W,02:35 pm-03:55 pm,Bobi Steel,STBIO S3/4
ANTH,339,Conference,Ecological Anthropology.,W,02:35 pm-03:55 pm,Bobi Steel,LEA 110
ANTH,339,Conference,Ecological Anthropology.,R,08:35 am-09:55 am,Bobi Steel,EDUC 433
ANTH,339,Conference,Ecological Anthropology.,R,08:35 am-09:55 am,Bobi Steel,EDUC 433
ANTH,339,Conference,Ecological Anthropology.,R,08:35 am-09:55 am,Bobi Steel,EDUC 433
ANTH,339,Conference,Ecological Anthropology.,R,08:35 am-09:55 am,Bobi Steel,EDUC 433
ANTH,343,Lecture,Anthropology and the Animal.,TR,08:35 am-09:55 am,Nicolas Rasiulis,LEA 232
ANTH,355,Lecture,Theories of Culture and Society.,TR,02:35 pm-03:55 pm,Jonathan Garrett Wald,RPHYS 118
ANTH,359,Lecture,History of Archaeological Theory.,TR,01:05 pm-02:25 pm,Nicole Claire Couture,LEA 212
ANTH,380,Reading Course,"Topic: Sex, Science & Culture",M,02:35 pm-05:25 pm,Sahar Sadjadi,FERR 476
ANTH,380,Reading Course,"Topic: Sex, Science & Culture",M,02:35 pm-05:25 pm,Sahar Sadjadi,ENGTR 0060
ANTH,380,Reading Course,"Topic: Sex, Science & Culture",W,02:35 pm-05:25 pm,Sahar Sadjadi,ENGTR 0060
ANTH,381,Topics Course,Topic: Bioarchaeology,TR,10:05 am-11:25 am,Alyssa Bader,SH688 491
ANTH,407,Seminar,Anthropology of the Body.,R,02:35 pm-05:25 pm,Sahar Sadjadi,PL3647 102
ANTH,413,Seminar,Gender in Archaeology.,T,02:35 pm-05:25 pm,Lisa Overholtzer,FERR 230
ANTH,423,Lecture,"Mind, Brain and Psychopathology.",F,02:35 pm-05:25 pm,Samuel Paul Louis Veissière,WONG 1050
ANTH,423,Lecture,"Mind, Brain and Psychopathology.",R,02:35 pm-05:25 pm,Samuel Paul Louis Veissière,WONG 1050
ANTH,438,Seminar,Topic: Medicalization of Crime,R,11:35 am-02:25 pm,Leslie James Sabiston,LEA 834
ANTH,480,Reading Course,Topic: Andean Archaeology,MW,02:35 pm-03:55 pm,Nicole Claire Couture,LEA 819
ANTH,481,Topics Course,Topic:AnthGenomics-Resr&Ethics,MW,02:35 pm-03:55 pm,Alyssa Bader,LEA 638
ANTH,512,Lecture,Political Ecology.,W,02:35 pm-05:25 pm,Ismael Vaccaro,ARTS W-220
ANTH,540,Lecture,Topic: Territories of Life,T,08:35 am-11:25 am,Colin H Scott,LEA 819
ANTH,555,Seminar,Advanced Topics in Ethnology.,M,02:35 pm-05:25 pm,Nicholas Dr Wees,LEA 617
ANTH,555,Seminar,Advanced Topics in Ethnology.,W,02:35 pm-05:25 pm,Nicholas Dr Wees,LEA 617
ANTH,575,Seminar,Concepts of Race.,F,11:35 am-02:25 pm,Gabriella Djerrahian,LEA 834
ANTH,575,Seminar,Concepts of Race.,R,11:35 am-02:25 pm,Gabriella Djerrahian,LEA 834
ANTH,603,Lecture,Theory 2.,T,02:35 pm-05:25 pm,Katherine Lemons,LEA 834
ANTH,609D2,Seminar,Proseminar in Anthropology.,M,12:35 pm-02:25 pm,Leslie James Sabiston,LEA 917
ANTH,609D2,Seminar,Proseminar in Anthropology.,W,12:35 pm-02:25 pm,Leslie James Sabiston,LEA 917
ANTH,611,Lecture,Research Design.,R,02:35 pm-05:25 pm,Samuele Collu,LEA 834
ANTH,615,Seminar,Seminar in Medical Anthropology.,R,08:35 am-11:25 am,Todd Eugene Meyers,PL3647 101
ARCH,202,Lecture,Architectural Graphics and Elements of Design.,TR,10:35 am-11:25 am,"Theodora Vardouli , Vedanta Balbahadur , Samiha Ahmed Meem",MDHAR 212
ARCH,202,Studio,Architectural Graphics and Elements of Design.,TR,01:35 pm-05:25 pm,"Theodora Vardouli , Vedanta Balbahadur , Samiha Ahmed Meem",MDHAR 115
ARCH,202,Studio,Architectural Graphics and Elements of Design.,T,11:35 am-12:25 pm,"Theodora Vardouli , Vedanta Balbahadur , Samiha Ahmed Meem",MDHAR 115
ARCH,241,Lecture,Architectural Structures 1.,M,11:35 am-01:25 pm,Thomas Egli,MDHAR 212
ARCH,241,Lecture,Architectural Structures 1.,W,11:35 am-12:25 pm,Thomas Egli,MDHAR 212
ARCH,241,Lecture,Architectural Structures 1.,W,11:35 am-01:25 pm,Thomas Egli,MDHAR 212
ARCH,241,Tutorial,Architectural Structures 1.,W,12:35 pm-01:25 pm,Thomas Egli,MDHAR 212
ARCH,241,Tutorial,Architectural Structures 1.,W,12:35 pm-01:25 pm,Thomas Egli,MDHAR 212
ARCH,251,Lecture,Architectural History 2.,M,08:35 am-10:25 am,David Theodore,MDHAR 212
ARCH,251,Lecture,Architectural History 2.,W,08:35 am-10:25 am,David Theodore,MDHAR 212
ARCH,251,Seminar,Architectural History 2.,W,09:35 am-10:25 am,David Theodore,MDHAR G-01
ARCH,251,Seminar,Architectural History 2.,W,09:35 am-10:25 am,David Theodore,MDHAR G-01
ARCH,251,Seminar,Architectural History 2.,W,08:35 am-09:25 am,David Theodore,MDHAR G-01
ARCH,251,Seminar,Architectural History 2.,W,08:35 am-09:25 am,David Theodore,MDHAR G-01
ARCH,251,Lecture,Architectural History 2.,M,08:35 am-10:25 am,David Theodore,MDHAR 212
ARCH,251,Lecture,Architectural History 2.,W,08:35 am-10:25 am,David Theodore,MDHAR 212
ARCH,251,Seminar,Architectural History 2.,W,09:35 am-10:25 am,David Theodore,MDHAR G-01
ARCH,251,Seminar,Architectural History 2.,W,09:35 am-10:25 am,David Theodore,MDHAR G-01
ARCH,251,Seminar,Architectural History 2.,W,08:35 am-09:25 am,David Theodore,MDHAR G-01
ARCH,251,Seminar,Architectural History 2.,W,08:35 am-09:25 am,David Theodore,MDHAR G-01
ARCH,304,Lecture,Design and Construction 2.,TR,01:05 pm-01:55 pm,Morgan Macleod Carter,MDHAR 207
ARCH,304,Lecture,Design and Construction 2.,TR,09:35 am-10:25 am,"Cameron Cummings , Ella den Elzen",MDHAR 207
ARCH,304,Studio,Design and Construction 2.,TR,10:05 am-11:55 am,Morgan Macleod Carter,MDHAR 214
ARCH,304,Studio,Design and Construction 2.,TR,02:05 pm-04:55 pm,Morgan Macleod Carter,MDHAR 214
ARCH,304,Studio,Design and Construction 2.,TR,10:35 am-12:25 pm,"Cameron Cummings , Ella den Elzen",MDHAR 214
ARCH,304,Studio,Design and Construction 2.,TR,02:05 pm-04:55 pm,"Cameron Cummings , Ella den Elzen",MDHAR 214
ARCH,342,Lecture,Digital Representation.,T,08:35 am-10:25 am,Cailen Pybus,MDHAR 212
ARCH,342,Tutorial,Digital Representation.,R,08:35 am-09:25 am,Cailen Pybus,MDHAR 212
ARCH,355,Lecture,Architectural History 4.,M,02:35 pm-04:25 pm,Ipek Ipek Mehmetoglu,MDHAR 212
ARCH,355,Lecture,Architectural History 4.,W,02:35 pm-04:25 pm,Ipek Ipek Mehmetoglu,MDHAR 212
ARCH,355,Seminar,Architectural History 4.,W,09:35 am-10:25 am,TBA,MDHAR 212
ARCH,355,Seminar,Architectural History 4.,W,09:35 am-10:25 am,TBA,MDHAR 212
ARCH,355,Seminar,Architectural History 4.,W,10:35 am-11:25 am,TBA,MDHAR 212
ARCH,355,Seminar,Architectural History 4.,W,10:35 am-11:25 am,TBA,MDHAR 212
ARCH,406,Lecture,Design and Construction 4.,R,02:35 pm-04:35 pm,Sybil McKenna,MDHAR 207
ARCH,406,Lecture,Design and Construction 4.,TR,10:35 am-11:25 am,David Covo,MDHAR 207
ARCH,406,Lecture,Design and Construction 4.,T,02:05 pm-03:55 pm,Avi Friedman,MDHAR 207
ARCH,406,Studio,Design and Construction 4.,TR,10:05 am-12:25 pm,Sybil McKenna,MDHAR 312
ARCH,406,Studio,Design and Construction 4.,T,01:55 pm-04:55 pm,Sybil McKenna,MDHAR 312
ARCH,406,Studio,Design and Construction 4.,R,01:35 pm-02:25 pm,Sybil McKenna,MDHAR 312
ARCH,406,Studio,Design and Construction 4.,TR,09:05 am-10:25 am,David Covo,MDHAR 312
ARCH,406,Studio,Design and Construction 4.,TR,11:35 am-12:25 pm,David Covo,MDHAR 312
ARCH,406,Studio,Design and Construction 4.,TR,02:35 pm-03:55 pm,David Covo,MDHAR 312
ARCH,406,Studio,Design and Construction 4.,TR,10:05 am-12:25 pm,Avi Friedman,MDHAR 314
ARCH,406,Studio,Design and Construction 4.,T,04:05 pm-04:25 pm,Avi Friedman,MDHAR 314
ARCH,406,Studio,Design and Construction 4.,R,02:05 pm-04:25 pm,Avi Friedman,MDHAR 314
ARCH,406,Lecture,Design and Construction 4.,TR,11:35 am-12:25 pm,Evelyne Bouchard,MDHAR 207
ARCH,406,Studio,Design and Construction 4.,TR,10:05 am-11:25 am,Evelyne Bouchard,MDHAR 314
ARCH,406,Studio,Design and Construction 4.,TR,01:35 pm-04:55 pm,Evelyne Bouchard,MDHAR 314
ARCH,445,Lecture,Architectural Structures 2.,F,11:35 am-02:25 pm,Thomas Egli,ENGTR 0100
ARCH,445,Lecture,Architectural Structures 2.,R,11:35 am-02:25 pm,Thomas Egli,ENGTR 0100
ARCH,451,Lecture,Building Regulations and Safety.,F,08:35 am-11:25 am,Marc-André Plourde,MDHAR 212
ARCH,451,Lecture,Building Regulations and Safety.,R,08:35 am-11:25 am,Marc-André Plourde,MDHAR 212
ARCH,451,Lecture,Building Regulations and Safety.,F,08:35 am-11:25 am,Marc-André Plourde,MDHAR 212
ARCH,451,Lecture,Building Regulations and Safety.,R,08:35 am-11:25 am,Marc-André Plourde,MDHAR 212
ARCH,528,Lecture,History of Housing.,F,02:35 pm-04:25 pm,Pieter Hindrik Sijpkes,ENGTR 1100
ARCH,528,Lecture,History of Housing.,R,02:35 pm-04:25 pm,Pieter Hindrik Sijpkes,ENGTR 1100
ARCH,528,Lecture,History of Housing.,F,02:35 pm-04:25 pm,Pieter Hindrik Sijpkes,ENGTR 1100
ARCH,528,Lecture,History of Housing.,R,02:35 pm-04:25 pm,Pieter Hindrik Sijpkes,ENGTR 1100
ARCH,528,Lecture,History of Housing.,F,02:35 pm-04:25 pm,Pieter Hindrik Sijpkes,ENGTR 1100
ARCH,528,Lecture,History of Housing.,R,02:35 pm-04:25 pm,Pieter Hindrik Sijpkes,ENGTR 1100
ARCH,536,Lecture,Heritage Conservation.,W,08:35 am-11:25 am,Julia Gersovitz,MDHAR 420
ARCH,536,Lecture,Heritage Conservation.,W,08:35 am-11:25 am,Julia Gersovitz,MDHAR 420
ARCH,536,Lecture,Heritage Conservation.,W,08:35 am-11:25 am,Julia Gersovitz,MDHAR 420
ARCH,540,Topics Course,Selected Topics in Architecture 1.,W,11:35 am-01:25 pm,Ricardo L Castro,MDHAR 207
ARCH,541,Topics Course,Selected Topics in Architecture 2.,W,02:35 pm-05:25 pm,Avi Friedman,MDHAR 212
ARCH,543,Seminar,Selected Topics in Architecture 4.,F,11:35 am-02:25 pm,Alan Dunyo Avorgbedor,MDHAR 207
ARCH,543,Seminar,Selected Topics in Architecture 4.,R,11:35 am-02:25 pm,Alan Dunyo Avorgbedor,MDHAR 207
ARCH,551,Lecture,Urban Design and Planning.,W,11:35 am-02:25 pm,Nicholas James Luka,ENGMD 280
ARCH,641,Lecture,Energy and Environments 1.,M,02:35 pm-05:25 pm,Salmaan Craig,MDHAR 207
ARCH,641,Lecture,Energy and Environments 1.,W,02:35 pm-05:25 pm,Salmaan Craig,MDHAR 207
ARCH,641,Lecture,Energy and Environments 1.,M,11:35 am-02:25 pm,TBA,MDHAR 207
ARCH,641,Lecture,Energy and Environments 1.,W,11:35 am-02:25 pm,TBA,MDHAR 207
ARCH,642,Lecture,Energy and Environments 2.,M,08:35 am-11:25 am,Naomi Dr Keena,MDHAR G-01
ARCH,642,Lecture,Energy and Environments 2.,W,08:35 am-11:25 am,Naomi Dr Keena,MDHAR G-01
ARCH,673,Studio,Architectural Design Studio 2.,TR,09:05 am-12:25 pm,Howard Davies,MDHAR 514
ARCH,673,Studio,Architectural Design Studio 2.,TR,02:05 pm-04:55 pm,Howard Davies,MDHAR 514
ARCH,673,Studio,Architectural Design Studio 2.,TR,09:05 am-12:25 pm,Aysenur Ipek Türeli,MDHAR 514
ARCH,673,Studio,Architectural Design Studio 2.,TR,02:05 pm-04:55 pm,Aysenur Ipek Türeli,MDHAR 514
ARCH,673,Studio,Architectural Design Studio 2.,TR,09:05 am-12:25 pm,"Rebecca Taylor , Shane Laptiste",MDHAR 514
ARCH,673,Studio,Architectural Design Studio 2.,TR,02:05 pm-04:55 pm,"Rebecca Taylor , Shane Laptiste",MDHAR 514
ARCH,674,Lecture,Professional Practice 1.,F,02:35 pm-05:25 pm,Marc-André Plourde,MDHAR 212
ARCH,674,Lecture,Professional Practice 1.,R,02:35 pm-05:25 pm,Marc-André Plourde,MDHAR 212
ARCH,674,Lecture,Professional Practice 1.,F,02:35 pm-05:25 pm,Marc-André Plourde,MDHAR 212
ARCH,674,Lecture,Professional Practice 1.,R,02:35 pm-05:25 pm,Marc-André Plourde,MDHAR 212
ARCH,683,Studio,Directed Research Project.,TR,09:35 am-12:25 pm,"Michael Jemtrud , Andrew John King",MDHAR 500
ARCH,683,Studio,Directed Research Project.,TR,02:05 pm-04:55 pm,"Michael Jemtrud , Andrew John King",MDHAR 500
ARCH,685,Lecture,Contemporary Theory 2.,W,02:35 pm-05:25 pm,Ewan Branda,MDHAR 207
ARTH,202,Lecture,Introduction to Contemporary Art.,TR,01:05 pm-02:25 pm,Christine Ross,ARTS W-215
ARTH,207,Lecture,Introduction Early Modern Art 1400-1700.,WF,02:35 pm-03:55 pm,Laura Eliza Enríquez Vázquez,ARTS W-215
ARTH,207,Lecture,Introduction Early Modern Art 1400-1700.,WF,02:35 pm-03:55 pm,Laura Eliza Enríquez Vázquez,ARTS W-215
ARTH,207,Lecture,Introduction Early Modern Art 1400-1700.,R,02:35 pm-03:55 pm,Laura Eliza Enríquez Vázquez,ARTS W-215
ARTH,305,Lecture,Methods in Art History.,WF,04:05 pm-05:25 pm,Julia Skelly,ARTS W-215
ARTH,305,Lecture,Methods in Art History.,WF,04:05 pm-05:25 pm,Julia Skelly,ARTS W-215
ARTH,305,Lecture,Methods in Art History.,R,04:05 pm-05:25 pm,Julia Skelly,ARTS W-215
ARTH,310,Lecture,Postcolonialism.,WF,11:35 am-12:55 pm,Özlem Gülin Dr Dagoglu,ARTS W-215
ARTH,310,Lecture,Postcolonialism.,WF,11:35 am-12:55 pm,Özlem Gülin Dr Dagoglu,ARTS W-215
ARTH,310,Lecture,Postcolonialism.,R,11:35 am-12:55 pm,Özlem Gülin Dr Dagoglu,ARTS W-215
ARTH,325,Lecture,Visual Culture Renaissance Venice.,TR,04:05 pm-05:25 pm,Chriscinda Claire Henry,ENGTR 0100
ARTH,353,Lecture,Selected Topics in Art History 1.,MW,10:05 am-11:25 am,Chanon Praepipatmongkol,ARTS W-215
ARTH,360,Lecture,Studies in the Photographic.,MW,08:35 am-09:55 am,Julia Skelly,ARTS W-215
ARTH,420,Lecture,Selected Topics in Art and Architecture 1.,T,08:35 am-11:25 am,Gloria Jane Bell,ARTS W-5
ARTH,421,Lecture,Selected Topics in Art and Architecture 2.,M,11:35 am-02:25 pm,Christine Ross,ARTS W-220
ARTH,421,Lecture,Selected Topics in Art and Architecture 2.,W,11:35 am-02:25 pm,Christine Ross,ARTS W-220
ARTH,422,Seminar,Selected Topics in Art and Architecture 3.,W,02:35 pm-05:25 pm,Alex Blue,ARTS W-5
ARTH,474,Seminar,Studies in Later 18th and 19th Century Art 03.,T,11:35 am-02:25 pm,Matthew Chambers Hunter,ARTS W-220
ARTH,618,Seminar,Art History - 1400-1900 1.,T,08:35 am-11:25 am,Jeehee Hong,ARTS W-220
ARTH,647,Seminar,Topics: Renaissance Art and Architecture 1.,F,11:35 am-02:25 pm,Chriscinda Claire Henry,ARTS W-220
ARTH,647,Seminar,Topics: Renaissance Art and Architecture 1.,R,11:35 am-02:25 pm,Chriscinda Claire Henry,ARTS W-220
ARTH,725,Seminar,Methods in Art History 1.,T,11:35 am-02:25 pm,Chanon Praepipatmongkol,FERR 230
ASPL,614,Lecture,Airline Business and Law.,R,08:35 am-11:25 am,George Petsikas,CDH 203
ASPL,614,Lecture,Airline Business and Law.,R,08:35 am-11:25 am,George Petsikas,CDH 203
ASPL,632,Lecture,Comparative Air Law.,T,08:35 am-11:25 am,LUDWIG JOSEF WEBER,CDH 102
ASPL,632,Lecture,Comparative Air Law.,T,08:35 am-11:25 am,LUDWIG JOSEF WEBER,CDH 102
ASPL,638,Lecture,Law of Space Applications.,M,10:05 am-12:55 pm,Ram Sarup Jakhu,CDH 202
